,source,name,start_datetime,stop_datetime,address,lat,lon,description,classification,temperatureMin,temperatureMax,narrative,precipType,precipChance,qpfSnow,snowRange,relativeHumidity,thunderCategory,temperatureHeatIndex,uvDescription,windSpeed,starting_lat,starting_lon,gc_distance_miles,est_drivetime_hours,event_type,start_date
14,Trail,Raven Cliffs Falls,2020-11-19 13:28:51.802095175,2020-11-19 13:28:51.803091764,"Cleveland, Georgia",34.7097,-83.7893,"An easy, short hike to a 400 foot waterfall and Raven Cliffs.",,33, 55, 'Abundant sunshine. Highs in the mid 50s and lows in the low 30s.', 'rain', 0, 0.0, 39, 'No thunder', 54, 'Moderate', 5,,33.827554,-84.32355,69.94681956929595,1.1657803261549327,Hiking,11/19/2020
15,Trail,John Rock Loop,2020-11-19 13:28:51.832018614,2020-11-19 13:28:51.832724810,"Brevard, North Carolina",35.2844,-82.7906,A great loop hike on Cat Gap Loop to the top of John Rock with rewarding views across the valley to Looking Glass Rock.,,39, 57, 'Sunshine. Highs in the upper 50s and lows in the upper 30s.', 'rain', 0, 0.0, 40, 'No thunder', 56, 'Moderate', 5,,33.827554,-84.32355,140.34127986115345,2.3390213310192243,Hiking,11/19/2020
16,Trail,Mt. Cammerer from Low Gap,2020-11-19 13:28:51.850947857,2020-11-19 13:28:51.850947857,"Newport, Tennessee",35.752,-83.2049,A wooded trail with a 360-degree view payoff on top of the mountain.,,41, 63, 'Mainly sunny. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 36, 'No thunder', 62, 'Moderate', 2,,33.827554,-84.32355,150.7223359757785,2.5120389329296415,Hiking,11/19/2020
17,Trail,Mount Mitchell,2020-11-19 13:28:51.876851082,2020-11-19 13:28:51.877876043,"Black Mountain, North Carolina",35.7511,-82.2204,Ascend the tallest peak in The East from humble beginnings in Briar Bottom Group Campground.,,35, 53, 'Sunshine. Highs in the low 50s and lows in the mid 30s.', 'rain', 0, 0.0, 40, 'No thunder', 51, 'Moderate', 5,,33.827554,-84.32355,188.31716094459662,3.1386193490766106,Hiking,11/19/2020
18,Trail,Carvers Gap to Grassy Ridge Bald,2020-11-19 13:28:51.905078173,2020-11-19 13:28:51.905078173,"Roan Mountain, Tennessee",36.1065,-82.1103,Hike along Roan Mountain taking in three beautiful balds.,,29, 52, 'Sunshine. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 36, 'No thunder', 51, 'Moderate', 4,,33.827554,-84.32355,210.5603050495277,3.5093384174921285,Hiking,11/19/2020
19,Trail,Sam Knob Loop,2020-11-19 13:28:51.924478292,2020-11-19 13:28:51.926054716,"Brevard, North Carolina",35.3259,-82.882,"A great loop that goes to the top of Sam Knob, around to Devil's Courthouse, and back to the parking lot.",,37, 57, 'Mainly sunny. Highs in the upper 50s and lows in the upper 30s.', 'rain', 0, 0.0, 35, 'No thunder', 55, 'Moderate', 4,,33.827554,-84.32355,138.44251583465513,2.307375263910919,Hiking,11/19/2020
20,Trail,Vickery Creek,2020-11-19 13:28:51.941599846,2020-11-19 13:28:51.941599846,"Roswell, Georgia",34.0075,-84.3509,Enjoy views of a creek and dam spill from both the trail and a scenic covered footbridge in this lovely 4-mile hike.,,40, 61, 'Sunny. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 40, 'No thunder', 60, 'Moderate', 7,,33.827554,-84.32355,12.55855237484068,0.20930920624734467,Hiking,11/19/2020
21,Trail,Max Patch Short Loop,2020-11-19 13:28:51.965022326,2020-11-19 13:28:51.965022326,"Marshall, North Carolina",35.7966,-82.9625,"A popular route for hikers and stargazers alike - at 4600', this bald spot offers excellent views.",,31, 56, 'Sunshine. Highs in the mid 50s and lows in the low 30s.', 'rain', 0, 0.0, 37, 'No thunder', 55, 'Moderate', 3,,33.827554,-84.32355,161.11024428450324,2.685170738075054,Hiking,11/19/2020
22,Trail,Virgin Falls Lollipop,2020-11-19 13:28:51.982134342,2020-11-19 13:28:51.982134342,"Lake Tansi, Tennessee",35.8539,-85.2822,An excellent hike that cuts through old logging land and follows a creek with many waterfalls.,,39, 60, 'Sunny. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 34, 'No thunder', 58, 'Moderate', 10,,33.827554,-84.32355,152.62195228186957,2.543699204697826,Hiking,11/19/2020
23,Trail,Raven Cliff Falls Loop,2020-11-19 13:28:52.006394148,2020-11-19 13:28:52.006394148,"Slater-Marietta, South Carolina",35.116,-82.6383,This hike has everything from scenic waterfall views to extreme changes in elevation and a massive cliff wall.,,36, 56, 'Sunshine. Highs in the mid 50s and lows in the mid 30s.', 'rain', 0, 0.0, 42, 'No thunder', 55, 'Moderate', 3,,33.827554,-84.32355,139.75048834223918,2.3291748057039863,Hiking,11/19/2020
24,Trail,Panther Falls,2020-11-19 13:28:52.028105021,2020-11-19 13:28:52.030053616,"Clarkesville, Georgia",34.6987,-83.4196,A challenging journey ending at a beautiful campsite next to a waterfall.,,37, 59, 'Sunny. Highs in the upper 50s and lows in the upper 30s.', 'rain', 0, 0.0, 39, 'No thunder', 57, 'Moderate', 2,,33.827554,-84.32355,83.63578327492138,1.3939297212486896,Hiking,11/19/2020
25,Trail,West Rim Loop Trail,2020-11-19 13:28:52.051399231,2020-11-19 13:28:52.055750132,"Trenton, Georgia",34.8341,-85.4812,A beautiful loop offering remarkable viewpoints of the vast Cloudland Canyon.,,37, 61, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 35, 'No thunder', 59, 'Moderate', 6,,33.827554,-84.32355,101.7321188314392,1.69553531385732,Hiking,11/19/2020
26,Trail,Yonah Mountain Trail #632,2020-11-19 13:28:52.080932140,2020-11-19 13:28:52.080932140,"Cleveland, Georgia",34.6373,-83.7257,Enjoy a very nice trail at Yonah Mountain for beginner or intermediate hikers.,,37, 59, 'Abundant sunshine. Highs in the upper 50s and lows in the upper 30s.', 'rain', 0, 0.0, 39, 'No thunder', 58, 'Moderate', 4,,33.827554,-84.32355,67.87730722018583,1.1312884536697638,Hiking,11/19/2020
27,Trail,Green Knob Trail,2020-11-19 13:28:52.116423607,2020-11-19 13:28:52.118688583,"Blowing Rock, North Carolina",36.1423,-81.7199,"A diverse trail with great views, open fields, and multiple creek crossings packed into 2.1 miles.",,28, 50, 'Sunny. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 41, 'No thunder', 49, 'Moderate', 4,,33.827554,-84.32355,229.34465045451608,3.8224108409086015,Hiking,11/19/2020
28,Trail,Mount Le Conte Loop,2020-11-19 13:28:52.174188137,2020-11-19 13:28:52.176370621,"Bryson City, North Carolina",35.6757,-83.4856,"A popular, scenic hike that passes Grotto Falls, Mt. Le Conte, and Rainbow Falls.",,40, 65, 'Sunny. Highs in the mid 60s and lows in the low 40s.', 'rain', 0, 0.0, 41, 'No thunder', 64, 'Moderate', 2,,33.827554,-84.32355,138.3418197798855,2.305696996331425,Hiking,11/19/2020
29,Trail,Pine Mountain Trail,2020-11-19 13:28:52.217015743,2020-11-19 13:28:52.217015743,"Manchester, Georgia",32.8524,-84.7015,A 23 mile point-to-point trail that follows the Pine Mountain ridge in west-central Georgia.,,44, 64, 'Sunny. Highs in the mid 60s and lows in the mid 40s.', 'rain', 0, 0.0, 38, 'No thunder', 63, 'Moderate', 7,,33.827554,-84.32355,71.79697013503996,1.1966161689173327,Hiking,11/19/2020
30,Trail,East Palisades Route,2020-11-19 13:28:52.245310545,2020-11-19 13:28:52.245310545,"Vinings, Georgia",33.8784,-84.442,A lovely hike including sweeping views of the Chattahoochee and a hidden gem - a bamboo forest!,,40, 62, 'Mainly sunny. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 38, 'No thunder', 60, 'Moderate', 8,,33.827554,-84.32355,8.44746380941456,0.14079106349024265,Hiking,11/19/2020
31,Trail,Sweetwater Creek Loop,2020-11-19 13:28:52.256687641,2020-11-19 13:28:52.257687569,"Austell, Georgia",33.7526,-84.6284,A loop combining the White Trail and Red Trail for all the best that Sweetwater has to offer.,,40, 62, 'Sunshine. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 40, 'No thunder', 61, 'Moderate', 7,,33.827554,-84.32355,20.466365385755182,0.3411060897625864,Hiking,11/19/2020
32,Trail,AT: Winding Stair Gap to Nantahala Outdoor Center (NOC),2020-11-19 13:28:52.271221399,2020-11-19 13:28:52.271221399,"Franklin, North Carolina",35.1204,-83.5472,A great point-to-point hike along the Appalachian Trail.,,27, 55, 'Mainly sunny. Highs in the mid 50s and lows in the upper 20s.', 'rain', 0, 0.0, 36, 'No thunder', 54, 'Moderate', 2,,33.827554,-84.32355,102.18666739802458,1.7031111233004097,Hiking,11/19/2020
33,Trail,Kennesaw Mountain Full Loop,2020-11-19 13:28:52.288225889,2020-11-19 13:28:52.288225889,"Marietta, Georgia",33.9832,-84.5785,"A great hike with singletrack, rock gardens, and gravel roads.",,39, 61, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 40, 'No thunder', 59, 'Moderate', 8,,33.827554,-84.32355,19.707975944093903,0.3284662657348984,Hiking,11/19/2020
34,Trail,Tanawha Trail,2020-11-19 13:28:52.305874586,2020-11-19 13:28:52.305874586,"Linville, North Carolina",36.0839,-81.83,"The Blue Ridge Parkway for trail those visitors who want a classic, mountain trail.",,28, 50, 'Mainly sunny. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 37, 'No thunder', 48, 'Moderate', 5,,33.827554,-84.32355,221.63759844593778,3.6939599740989633,Hiking,11/19/2020
35,Trail,Standing Indian (Nantahala Headwaters) Loop,2020-11-19 13:28:52.319735765,2020-11-19 13:28:52.319735765,"Franklin, North Carolina",35.0746,-83.5274,"A 1 to 2 night loop, primarily along the AT, with plentiful vistas.",,31, 57, 'Sunshine. Highs in the upper 50s and lows in the low 30s.', 'rain', 0, 0.0, 36, 'No thunder', 55, 'Moderate', 3,,33.827554,-84.32355,100.0837252175731,1.6680620869595517,Hiking,11/19/2020
36,Trail,Indian Seats Loop,2020-11-19 13:28:52.334548950,2020-11-19 13:28:52.334548950,"Cumming, Georgia",34.2548,-84.1389,A moderate trail with plenty of amazing views to reward you for your effort! It is especially stunning in the fall.,,39, 60, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 41, 'No thunder', 58, 'Moderate', 7,,33.827554,-84.32355,31.837004893359207,0.5306167482226535,Hiking,11/19/2020
37,Trail,Rough Ridge,2020-11-19 13:28:52.347211123,2020-11-19 13:28:52.347211123,"Foscoe, North Carolina",36.0983,-81.7971,Amazing views with short distance.,,30, 50, 'Sunshine. Highs in the low 50s and lows in the low 30s.', 'rain', 0, 0.0, 39, 'No thunder', 49, 'Moderate', 5,,33.827554,-84.32355,223.79608964433677,3.729934827405613,Hiking,11/19/2020
38,Trail,Peaks of Grandfather Mountain,2020-11-19 13:28:52.360552788,2020-11-19 13:28:52.362860441,"Banner Elk, North Carolina",36.1192,-81.8328,Experience Grandfather Mountain's two magnificent peaks.,,28, 50, 'Mainly sunny. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 37, 'No thunder', 48, 'Moderate', 5,,33.827554,-84.32355,223.18702517900365,3.7197837529833944,Hiking,11/19/2020
39,Trail,"Red, White, and Blue",2020-11-19 13:28:52.373321533,2020-11-19 13:28:52.373321533,"Forest Hills, Tennessee",36.0607,-86.9062,A nice singletrack course through Percy and Edwin Warner Parks.,,45, 66, 'Sunshine. Highs in the mid 60s and lows in the mid 40s.', 'rain', 0, 0.0, 32, 'No thunder', 64, 'Moderate', 15,,33.827554,-84.32355,224.60337555051896,3.7433895925086493,Hiking,11/19/2020
40,Trail,Big Creek Gulf Loop,2020-11-19 13:28:52.388408422,2020-11-19 13:28:52.388408422,"Altamont, Tennessee",35.4467,-85.655,After descending a stone staircase into the Savage Gulf follow along the Big Creek & waterfall.,,40, 60, 'Sunshine. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 33, 'No thunder', 58, 'Moderate', 10,,33.827554,-84.32355,140.3644421072639,2.339407368454398,Hiking,11/19/2020
41,Trail,Pinnacle Trail to Table Rock Loop,2020-11-19 13:28:52.402368069,2020-11-19 13:28:52.402368069,"Pickens, South Carolina",35.032,-82.7003,A pleasant loop to see the highlights of Table Rock State Park.,,37, 58, 'Sunny. Highs in the upper 50s and lows in the upper 30s.', 'rain', 0, 0.0, 43, 'No thunder', 57, 'Moderate', 3,,33.827554,-84.32355,133.0936798722275,2.2182279978704584,Hiking,11/19/2020
42,Trail,Spruce Flats Falls Trail,2020-11-19 13:28:52.424015760,2020-11-19 13:28:52.425013065,"Gatlinburg, Tennessee",35.6415,-83.6896,A one-mile trail from the Tremont Institute to the base of Spruce Flats Falls.,,37, 64, 'Mainly sunny. Highs in the mid 60s and lows in the upper 30s.', 'rain', 0, 0.0, 44, 'No thunder', 62, 'Moderate', 3,,33.827554,-84.32355,131.64936313132537,2.1941560521887564,Hiking,11/19/2020
43,Trail,Fonta Flora Trail Loop,2020-11-19 13:28:52.449152946,2020-11-19 13:28:52.449152946,"Glen Alpine, North Carolina",35.7975,-81.8568,A great loop combining the Fonta Flora Trail through the county park and the Fonta Flora/MST Connector in the gamelands.,,32, 57, 'Mainly sunny. Highs in the upper 50s and lows in the low 30s.', 'rain', 0, 0.0, 42, 'No thunder', 56, 'Moderate', 4,,33.827554,-84.32355,207.32911526072718,3.455485254345453,Hiking,11/19/2020
44,Trail,AT: Carver's Gap to US19E,2020-11-19 13:28:52.469211817,2020-11-19 13:28:52.473209143,"Roan Mountain, Tennessee",36.1065,-82.1102,"A tough section hike, rewarded with beautiful 360-degree views!",,29, 52, 'Sunshine. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 36, 'No thunder', 51, 'Moderate', 4,,33.827554,-84.32355,210.56449806086695,3.509408301014449,Hiking,11/19/2020
45,Trail,Jakes Creek AT Loop,2020-11-19 13:28:52.490119219,2020-11-19 13:28:52.490119219,"Gatlinburg, Tennessee",35.6485,-83.5827,"A challenging, yet breathtaking 2-day loop with many highlights.",,38, 62, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 38, 'No thunder', 61, 'Moderate', 3,,33.827554,-84.32355,134.33352061378685,2.238892010229781,Hiking,11/19/2020
46,Trail,China Creek / Thunderhole Loop,2020-11-19 13:28:52.514192343,2020-11-19 13:28:52.514192343,"Blowing Rock, North Carolina",36.1362,-81.6933,A burly backcountry loop taking you down the rabbit hole and into a primordial landscape.,,28, 50, 'Sunny. Highs in the low 50s and lows in the upper 20s.', 'rain', 0, 0.0, 41, 'No thunder', 49, 'Moderate', 4,,33.827554,-84.32355,230.26819377900574,3.837803229650096,Hiking,11/19/2020
47,Trail,Blood Mountain Loop,2020-11-19 13:28:52.537810087,2020-11-19 13:28:52.539041758,"Blairsville, Georgia",34.7354,-83.9182,A lollipop loop heading up the AT and looping back down the Freeman Trail #1A.,,31, 53, 'Sunny. Highs in the low 50s and lows in the low 30s.', 'rain', 0, 0.0, 39, 'No thunder', 52, 'Moderate', 6,,33.827554,-84.32355,67.9125890180143,1.1318764836335717,Hiking,11/19/2020
48,Trail,Upper Bald River Wilderness Loop,2020-11-19 13:28:52.555972815,2020-11-19 13:28:52.555972815,"Etowah, Tennessee",35.2843,-84.1663,This loop allows one to explore the newly designated Upper Bald River Wilderness in Southeast TN over 2 or 3 days.,,37, 62, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 39, 'No thunder', 61, 'Moderate', 6,,33.827554,-84.32355,101.15497289720992,1.6859162149534985,Hiking,11/19/2020
49,Trail,Canyon Loop Trail,2020-11-19 13:28:52.575061083,2020-11-19 13:28:52.575061083,"Lumpkin, Georgia",32.069,-84.9134,"An easy loop from the visitor center to see the ""Little Grand Canyon"" of the southeast.",,45, 68, 'Sunny. Highs in the upper 60s and lows in the mid 40s.', 'rain', 0, 0.0, 46, 'No thunder', 66, 'Moderate', 7,,33.827554,-84.32355,127.63041748283032,2.127173624713839,Hiking,11/19/2020
50,Trail,Blevins Gap,2020-11-19 13:28:52.597621918,2020-11-19 13:28:52.598626852,"Huntsville, Alabama",34.6735,-86.5305,Great hike that covers Blevins Gap from end to end.,,43, 65, 'Sunshine. Highs in the mid 60s and lows in the low 40s.', 'rain', 0, 0.0, 35, 'No thunder', 63, 'Moderate', 10,,33.827554,-84.32355,153.3996351307127,2.5566605855118785,Hiking,11/19/2020
51,Trail,House Mountain Loop,2020-11-19 13:28:52.616106510,2020-11-19 13:28:52.617105961,"Mascot, Tennessee",36.1047,-83.763,A great (but challenging) hike only thirty minutes from downtown Knoxville.,,32, 61, 'Sunny. Highs in the low 60s and lows in the low 30s.', 'rain', 0, 0.0, 49, 'No thunder', 59, 'Moderate', 3,,33.827554,-84.32355,161.28768436267566,2.688128072711261,Hiking,11/19/2020
52,Trail,Mt. Cheaha Route,2020-11-19 13:28:52.639208794,2020-11-19 13:28:52.643077612,"Oxford, Alabama",33.4745,-85.8213,"A great hike to the highest point in Alabama, full of views and interesting rock formations.",,40, 61, 'Mainly sunny. Highs in the low 60s and lows in the low 40s.', 'rain', 0, 0.0, 37, 'No thunder', 60, 'Moderate', 9,,33.827554,-84.32355,100.59740859428405,1.6766234765714008,Hiking,11/19/2020
53,Trail,Deep Creek - Clingman's Dome Loop,2020-11-19 13:28:52.667692184,2020-11-19 13:28:52.667692184,"Bryson City, North Carolina",35.4601,-83.4395,This trail is a 37-mile loop that features Clingman's Dome and plenty of other breathtaking views.,,32, 63, 'Mainly sunny. Highs in the low 60s and lows in the low 30s.', 'rain', 0, 0.0, 45, 'No thunder', 61, 'Moderate', 2,,33.827554,-84.32355,126.0616176407116,2.1010269606785266,Hiking,11/19/2020
54,Trail,Price Lake Loop,2020-11-19 13:28:52.693822145,2020-11-19 13:28:52.693822145,"Blowing Rock, North Carolina",36.1391,-81.7323,"An easy 2.3-mile loop around Price Lake with lots of roots, rhodo thickets, and mountain views.",,30, 53, 'Abundant sunshine. Highs in the low 50s and lows in the low 30s.', 'rain', 0, 0.0, 40, 'No thunder', 51, 'Moderate', 5,,33.827554,-84.32355,228.63427649110176,3.810571274851696,Hiking,11/19/2020
55,Trail,Laurel Falls to Cove Mountain Fire Tower,2020-11-19 13:28:52.718931198,2020-11-19 13:28:52.719930410,"Gatlinburg, Tennessee",35.672,-83.5805,A great hike past a popular waterfall followed by a peaceful climb to a remote fire tower.,,38, 62, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 38, 'No thunder', 61, 'Moderate', 3,,33.827554,-84.32355,135.8996573224512,2.26499428870752,Hiking,11/19/2020
56,Trail,High Shoals Falls Loop Trail,2020-11-19 13:28:52.735727549,2020-11-19 13:28:52.738754988,"Salem, North Carolina",35.6022,-81.6294,A wonderful loop trail with magnificent falls and lots of geological interest.,,33, 54, 'Mainly sunny. Highs in the mid 50s and lows in the low 30s.', 'rain', 0, 0.0, 44, 'No thunder', 53, 'Moderate', 4,,33.827554,-84.32355,210.59955825662226,3.509992637610371,Hiking,11/19/2020
57,Trail,Emery Creek Falls,2020-11-19 13:28:52.762053967,2020-11-19 13:28:52.763052464,"Chatsworth, Georgia",34.8121,-84.652,Hike to several beautiful waterfalls on this popular trail nestled in the Lower Cohutta Mountains.,,35, 57, 'Sunny. Highs in the upper 50s and lows in the mid 30s.', 'rain', 0, 0.0, 37, 'No thunder', 56, 'Moderate', 6,,33.827554,-84.32355,71.2153517737652,1.1869225295627535,Hiking,11/19/2020
58,Trail,Deep Creek to Clingmans Dome,2020-11-19 13:28:52.790660858,2020-11-19 13:28:52.790660858,"Bryson City, North Carolina",35.4646,-83.4342,A challenging four-day backpacking adventure along roaring streams and over scenic mountain peaks.,,32, 63, 'Mainly sunny. Highs in the low 60s and lows in the low 30s.', 'rain', 0, 0.0, 45, 'No thunder', 61, 'Moderate', 2,,33.827554,-84.32355,126.48920618298328,2.1081534363830547,Hiking,11/19/2020
59,Trail,Cucumber Gap Loop,2020-11-19 13:28:52.822118998,2020-11-19 13:28:52.823163509,"Gatlinburg, Tennessee",35.6535,-83.58,Get two for the price of one: a gentle stream hike and a quiet woods hike.,,38, 62, 'Abundant sunshine. Highs in the low 60s and lows in the upper 30s.', 'rain', 0, 0.0, 38, 'No thunder', 61, 'Moderate', 3,,33.827554,-84.32355,134.71622831559236,2.2452704719265393,Hiking,11/19/2020
60,Trail,Alum Cave,2020-11-19 13:28:52.843716860,2020-11-19 13:28:52.843716860,"Gatlinburg, Tennessee",35.6295,-83.4515,"For a bit of everythingâ€”geology, history, viewsâ€”hike up (and through!) the mountainside to the Alum Cave Bluffs.",,33, 55, 'Sunny. Highs in the mid 50s and lows in the low 30s.', 'rain', 0, 0.0, 38, 'No thunder', 53, 'Moderate', 4,,33.827554,-84.32355,136.2778580776121,2.2712976346268685,Hiking,11/19/2020
